Player,Team,Position,Hollinger_MPG,Hollinger_PF,Hollinger_PFPG,Hollinger_PFP48M,PF_per_MIN,Hollinger_FLAG,Hollinger_TECH,Hollinger_EJECT,GP,MIN_per_game,Total_MIN,STL_per_game,Total_STL,STL_per_MIN,BLK_per_game,Total_BLK,BLK_per_MIN,Opp_FGM_at_Rim_per_game,Total_Opp_FGM_at_Rim,Opp_FGM_at_Rim_per_min,Opp_FGA_at_Rim_per_game,Total_Opp_FGA_at_Rim,Opp_FGA_at_Rim_per_Minute,Opp_FGP_at_Rim,Catch_and_Shoot_Total_PTS,Catch_and_Shoot_PTS_per_game,Catch_and_Shoot_PTS_per_Minute,Catch_and_Shoot_FGM_per_game,Total_Catch_and_Shoot_FGM,Catch_and_Shoot_FGM_per_Minute,Catch_and_Shoot_FGA_per_game,Total_Catch_and_Shoot_FGA,Catch_and_Shoot_FGA_per_Minute,Catch_and_Shoot_FG_PCT,Catch_and_Shoot_3FGM_per_game,Total_Catch_and_Shoot_3FGM,Catch_and_Shoot_3FGM_per_Minute,Catch_and_Shoot_3FGA_per_game,Total_Catch_and_Shoot_3FGA,Catch_and_Shoot_3FGA_per_Minute,Catch_and_Shoot_3FG_PCT,Catch_and_Shoot_eFG_PCT,REB_per_game,Total_REB,REB_per_Minute,Percentage_of_rebounds_per_chance,REB_Chances_per_game,Total_REB_Chances,REB_Chances_per_Minute,Contested_REB_per_game,Total_Contested_REB,Contested_REB_per_Minute,Uncontested_REB_per_game,Total_Uncontested_REB,Uncontested_REB_per_Minute,Contested_REB_Percentage,Distance_Traveled_Per_Game_miles,Distance_Traveled_total_miles,Distance_Traveled_per_Minute,Average_Speed_mph,Distance_Traveled_Per_48_Minutes_miles,Pull_Up_Shots_Total_PTS,Pull_Up_Shots_PTS_per_game,Pull_Up_Shots_PTS_per_Minute,Pull_Up_Shots_FGM_per_game,Total_Pull_Up_Shots_FGM,Pull_Up_Shots_FGM_per_Minute,Pull_Up_Shots_FGA_per_game,Total_Pull_Up_Shots_FGA,Pull_Up_Shots_FGA_per_Minute,Pull_Up_Shots_FG_PCT,Pull_Up_Shots_FG3M_per_game,Total_Pull_Up_Shots_FG3M,Pull_Up_Shots_FG3M_per_Minute,Pull_Up_Shots_FG3A_per_game,Total_Pull_Up_Shots_FG3A,Pull_Up_Shots_FG3A_per_Minute,Pull_Up_Shots_FG3_PCT,Pull_Up_Shots_EFG_PCT,PTS_per_game,Total_PTS,PTS_per_Minute,Drives_PTS_per_game,Total_Drives_PTS,Drives_PTS_per_Minute,Drives_FG_PCT,Close_Shots_PTS_per_game,Total_Close_Shots_PTS,Close_Shots_PTS_per_Minute,Close_Shots_FG_PCT,Catch_and_Shoot_PTS_per_game,Total_Catch_and_Shoot_PTS,Catch_and_Shoot_PTS_per_Minute,Catch_and_Shoot_FG_PCT,Pull_Up_Shots_PTS_per_game,Total_Pull_Up_Shots_PTS,Pull_Up_Shots_PTS_per_Minute,Pull_Up_Shots_FG_PCT,eFG_PCT,FG_PCT_on_Drives,Drives_Per_Game,Total_Drives,Drives_per_Minute,Player_PPG_on_Drives,Total_Player_PTS_on_Drives,Player_PTS_on_Drives_per_Minute,Team_PPG_on_Drives,Total_Team_Points_on_Drives,Team_Points_on_Drives_per_Minute,PTS_Per_48_Min_on_Drives,AST_per_game,Total_AST,AST_per_Minute,Passes_per_game,Total_Passes,Passes_per_Minute,FT_Assists_per_game,Total_FT_Assists,FT_Assists_per_Minute,Secondary_Assists_per_game,Total_Secondary_Assists,Secondary_Assists_per_Minute,Assist_opportunities_per_game,Total_Assist_opportunities,Assist_opportunities_per_Minute,Points_created_by_assist_per_game,Total_Points_created_by_assist,Points_created_by_assist_per_Minute,Points_Created_by_AST_Per_48_Min,Touches_per_game,Total_Touches,Touches_per_Minute,Front_Court_Touches_per_game,Total_Front_Court_Touches,Front_Court_Touches_per_Minute,Time_of_Possession_per_game__min,Total_Time_of_Possession,Close_Touches_per_game,Total_Close_Touches,Close_Touches_per_Minute,Elbow_Touches_per_game,Total_Elbow_Touches,Elbow_Touches_per_Minute,PTS_Per_Touch,PTS_Per_Half_Court_Touch
Kenyon Martin,NYK,PF,19.5,46,2.4,6.0,0.1,1,3,0,19,19.7,374.3,1,19,0.0507614213,0.9,17,0.0454181138,1.8,34.2,0.0913705584,3.7,70.3,0.1878172589,0.48,18.00,0.90,,0.50,9.5,0.0253807107,1.10,20.9,0.0558375635,0.43,0,0,0,0.1,1.9,0.0050761421,0,0.429,4.3,82,0.2190756078,0.661,6.5,123.5,0.3299492386,1.8,34.2,0.0913705584,2.5,47.5,0.1269035533,0.427,1.2,22.9,0.061180871,3.7,2.9,0,0,0,0,0,0,0.1,1.9,0.0050761421,0,0,0,0,0,0,0,0,0,3.8,72.2,0.192893401,0.2,3.8,0.0101522843,0.4,1.6,30.4,0.0812182741,0.636,0.9,17.1,0.0456852792,0.429,0,0,0,0,0.508,0.4,0.3,5,0.0133582688,0.2,4,0.010686615,0.2,3.8,0.0101522843,0.5,1.7,32,0.0854929201,20.9,397.1,1.0609137056,0.2,3.8,0.0101522843,0.4,7.6,0.0203045685,3,57,0.152284264,3.9,74.1,0.1979695431,9.5,25.7,488,1.3037670318,15.4,292.6,0.7817258883,0.7,13.3,1.6,30.4,0.0812182741,3.3,62.7,0.1675126904,0.15,0.25
Kevin Durant,OKC,SF,37.9,52,2.1,2.6,0.1,0,2,0,24,38.4,921.6,1.5,36,0.0390625,1,23,0.0249565972,1.1,26.4,0.0286458333,2.6,62.4,0.0677083333,0.43,102.00,4.30,,1.60,38.4,0.0416666667,4.60,110.4,0.1197916667,0.34,1.1,26.4,0.0286458333,3,72,0.078125,0.366,0.459,8.2,196,0.2126736111,0.74,11,264,0.2864583333,2,48,0.0520833333,6.1,146.4,0.1588541667,0.25,2.5,60.9,0.0660807292,4,3.2,172,7.2,0.0078125,3.3,79.2,0.0859375,7.5,180,0.1953125,0.439,0.6,14.4,0.015625,1.2,28.8,0.03125,0.5,0.478,28.6,686.4,0.7447916667,4.6,110.4,0.1197916667,0.492,1.8,43.2,0.046875,0.583,4.3,103.2,0.1119791667,0.342,7.2,172.8,0.1875,0.439,0.533,0.492,4.9,117,0.126953125,4.6,111,0.1204427083,6.3,151.2,0.1640625,5.8,4.8,116,0.1258680556,39.3,943.2,1.0234375,0.5,12,0.0130208333,0.6,14.4,0.015625,8.9,213.6,0.2317708333,11,264,0.2864583333,13.8,66.1,1587,1.7220052083,53.5,1284,1.3932291667,2.8,67.2,2,48,0.0520833333,5,120,0.1302083333,0.43,0.53
Kevin Garnett,BKN,PF,22.1,69,3.0,6.5,0.1,1,3,0,23,22.2,510.6,0.8,18.4,0.036036036,0.7,17,0.0332941637,2,46,0.0900900901,4.6,105.8,0.2072072072,0.45,62.00,2.70,,1.30,29.9,0.0585585586,3.20,73.6,0.1441441441,0.42,0,0,0,0.1,2.3,0.0045045045,0,0.419,7.2,166,0.3251077164,0.725,10,230,0.4504504505,2.3,52.9,0.1036036036,5,115,0.2252252252,0.313,1.5,34.2,0.0669800235,4,3.2,36,1.6,0.0031335684,0.8,18.4,0.036036036,2.6,59.8,0.1171171171,0.3,0,0,0,0,0,0,0,0.3,6.5,149.5,0.2927927928,0.2,4.6,0.009009009,0.667,1,23,0.045045045,0.267,2.7,62.1,0.1216216216,0.419,1.6,36.8,0.0720720721,0.3,0.379,0.667,0.3,8,0.0156678418,0.2,5,0.0097924011,0.4,9.2,0.018018018,0.5,1.8,42,0.0822561692,40,920,1.8018018018,0,0,0,0.5,11.5,0.0225225225,3.1,71.3,0.1396396396,4.3,98.9,0.1936936937,9.2,50.4,1159,2.2698785742,27,621,1.2162162162,1,23,2.4,55.2,0.1081081081,5.8,133.4,0.2612612613,0.13,0.24
Kevin Love,MIN,PF,36,44,1.8,2.3,0.0,0,1,0,25,36.2,905,0.8,20,0.0220994475,0.4,9,0.0099447514,5.3,132.5,0.1464088398,8.7,217.5,0.2403314917,0.61,180.00,7.20,,2.60,65,0.0718232044,6.00,150,0.1657458564,0.42,2.1,52.5,0.0580110497,4.8,120,0.1325966851,0.43,0.596,13.7,342,0.3779005525,0.65,21,525,0.5801104972,5.4,135,0.1491712707,8.3,207.5,0.229281768,0.395,2.4,58.8,0.0649723757,3.9,3.1,69,2.8,0.0030939227,1.2,30,0.0331491713,4.5,112.5,0.1243093923,0.268,0.4,10,0.0110497238,1.4,35,0.0386740331,0.257,0.308,25.2,630,0.6961325967,0.5,12.5,0.0138121547,0.429,4.8,120,0.1325966851,0.481,7.2,180,0.1988950276,0.424,2.8,70,0.0773480663,0.268,0.515,0.429,0.8,19,0.0209944751,0.5,12,0.0132596685,1.3,32.5,0.0359116022,0.6,4.2,105,0.1160220994,63.4,1585,1.7513812155,0.6,15,0.0165745856,0.7,17.5,0.0193370166,8.8,220,0.2430939227,10,250,0.2762430939,13.2,89.3,2232,2.4662983425,51.1,1277.5,1.4116022099,2.4,60,5.8,145,0.1602209945,12,300,0.3314917127,0.28,0.49
Kevin Martin,MIN,SG,34,40,1.7,2.4,0.1,0,2,0,24,33.9,813.6,1.3,31.2,0.0383480826,0,1,0.0012291052,0.6,14.4,0.017699115,1,24,0.0294985251,0.65,147.00,6.10,,2.20,52.8,0.0648967552,5.20,124.8,0.1533923304,0.43,1.7,40.8,0.0501474926,3.8,91.2,0.1120943953,0.446,0.593,3.4,82,0.1007866273,0.726,4.7,112.8,0.1386430678,0.5,12,0.0147492625,2.9,69.6,0.0855457227,0.146,2.2,54,0.0663716814,4,3.2,114,4.8,0.005899705,2.2,52.8,0.0648967552,6.5,156,0.191740413,0.333,0.4,9.6,0.01179941,1.3,31.2,0.0383480826,0.333,0.365,20.6,494.4,0.6076696165,1.8,43.2,0.0530973451,0.279,1.1,26.4,0.0324483776,0.769,6.1,146.4,0.1799410029,0.427,4.8,115.2,0.1415929204,0.333,0.48,0.279,2.8,66,0.081120944,1.8,43,0.0528515241,3,72,0.0884955752,2.5,2.1,51,0.0626843658,29.9,717.6,0.8820058997,0.2,4.8,0.005899705,0.6,14.4,0.017699115,5,120,0.1474926254,5.4,129.6,0.1592920354,7.6,50,1201,1.4761553589,44,1056,1.2979351032,1.8,43.2,0.8,19.2,0.0235988201,2.8,67.2,0.0825958702,0.41,0.47
Kevin Seraphin,WAS,C,8.8,40,2.1,11.4,0.2,0,0,0,19,8.9,169.1,0.1,1.9,0.0112359551,0.4,7,0.0413956239,0.7,13.3,0.0786516854,1.5,28.5,0.1685393258,0.46,10.00,0.50,,0.30,5.7,0.0337078652,0.80,15.2,0.0898876404,0.31,0,0,0,0,0,0,0,0.313,1.8,34,0.2010644589,0.548,3.3,62.7,0.3707865169,0.6,11.4,0.0674157303,1.2,22.8,0.1348314607,0.353,0.6,11.9,0.0703725606,4.2,3.4,2,0.1,0.0005913661,0.1,1.9,0.0112359551,0.3,5.7,0.0337078652,0.2,0,0,0,0,0,0,0,0.2,4.2,79.8,0.4719101124,0.1,1.9,0.0112359551,0,1.4,26.6,0.1573033708,0.524,0.5,9.5,0.0561797753,0.313,0.1,1.9,0.0112359551,0.2,0.459,0,0.1,2,0.0118273211,0.1,2,0.0118273211,0.2,3.8,0.0224719101,0.6,0.3,5,0.0295683028,8.4,159.6,0.9438202247,0,0,0,0.2,3.8,0.0224719101,0.7,13.3,0.0786516854,0.5,9.5,0.0561797753,2.8,13.7,261,1.5434654051,8,152,0.8988764045,0.3,5.7,2.1,39.9,0.2359550562,1.4,26.6,0.1573033708,0.31,0.53
Khris Middleton,MIL,PF,27.6,69,2.8,4.8,0.1,0,0,0,24,28,672,0.8,19.2,0.0285714286,0.3,7,0.0104166667,1.2,28.8,0.0428571429,2,48,0.0714285714,0.57,111.00,4.60,,1.70,40.8,0.0607142857,3.50,84,0.125,0.49,1.2,28.8,0.0428571429,2.4,57.6,0.0857142857,0.509,0.669,4,97,0.1443452381,0.614,6.6,158.4,0.2357142857,1,24,0.0357142857,3,72,0.1071428571,0.258,2,47.3,0.0703869048,4.2,3.4,56,2.3,0.003422619,1.1,26.4,0.0392857143,3,72,0.1071428571,0.375,0.1,2.4,0.0035714286,0.2,4.8,0.0071428571,0.4,0.389,11.1,266.4,0.3964285714,1,24,0.0357142857,0.333,0.8,19.2,0.0285714286,0.643,4.6,110.4,0.1642857143,0.494,2.3,55.2,0.0821428571,0.375,0.522,0.333,2,48,0.0714285714,1,24,0.0357142857,2.3,55.2,0.0821428571,1.7,1.6,39,0.0580357143,29.3,703.2,1.0464285714,0.3,7.2,0.0107142857,0.3,7.2,0.0107142857,3,72,0.1071428571,3.9,93.6,0.1392857143,6.6,41.2,989,1.4717261905,31.8,763.2,1.1357142857,1.2,28.8,1,24,0.0357142857,2.6,62.4,0.0928571429,0.27,0.35
Kirk Hinrich,CHI,SG,32.2,64,3.0,4.5,0.1,2,2,0,21,32.2,676.2,1.2,25.2,0.0372670807,0.3,7,0.0103519669,1.2,25.2,0.0372670807,2.3,48.3,0.0714285714,0.53,55.00,2.60,,1.00,21,0.0310559006,2.90,60.9,0.0900621118,0.33,0.7,14.7,0.0217391304,2.5,52.5,0.0776397516,0.288,0.458,3.2,67,0.0990831115,0.54,5.9,123.9,0.1832298137,0.6,12.6,0.0186335404,2.6,54.6,0.0807453416,0.179,2.4,50.1,0.0740905058,4.4,3.6,76,3.6,0.0053238687,1.6,33.6,0.049689441,4.6,96.6,0.1428571429,0.354,0.4,8.4,0.0124223602,1.1,23.1,0.0341614907,0.333,0.396,8.6,180.6,0.2670807453,1.7,35.7,0.0527950311,0.259,0.2,4.2,0.0062111801,1,2.6,54.6,0.0807453416,0.333,3.6,75.6,0.1118012422,0.354,0.404,0.259,3.3,69,0.1020408163,1.7,35,0.0517598344,3.7,77.7,0.1149068323,2.5,5.2,109,0.1611949127,64.1,1346.1,1.9906832298,0.2,4.2,0.0062111801,2,42,0.0621118012,11.9,249.9,0.3695652174,11.7,245.7,0.3633540373,17.5,77.8,1634,2.4164448388,70.2,1474.2,2.1801242236,6.4,134.4,0.2,4.2,0.0062111801,2.1,44.1,0.0652173913,0.11,0.12
Klay Thompson,GSW,SG,38.3,86,3.2,4.0,0.1,0,2,0,25,38.4,960,0.8,20,0.0208333333,0.5,12,0.0125,1,25,0.0260416667,2.6,65,0.0677083333,0.39,248.00,9.90,,3.60,90,0.09375,7.70,192.5,0.2005208333,0.47,2.7,67.5,0.0703125,5.9,147.5,0.1536458333,0.459,0.642,3.2,81,0.084375,0.566,5.7,142.5,0.1484375,0.8,20,0.0208333333,2.5,62.5,0.0651041667,0.235,2.7,67.5,0.0703125,4.2,3.4,97,3.9,0.0040625,1.8,45,0.046875,5.4,135,0.140625,0.343,0.2,5,0.0052083333,0.9,22.5,0.0234375,0.217,0.362,19.8,495,0.515625,1.5,37.5,0.0390625,0.393,0.9,22.5,0.0234375,0.75,9.9,247.5,0.2578125,0.466,3.9,97.5,0.1015625,0.343,0.552,0.393,2.3,58,0.0604166667,1.5,37,0.0385416667,2.6,65,0.0677083333,1.9,2.8,69,0.071875,22,550,0.5729166667,0.4,10,0.0104166667,0.5,12.5,0.0130208333,4.7,117.5,0.1223958333,6.6,165,0.171875,8.2,42.2,1055,1.0989583333,35.4,885,0.921875,1.6,40,0.9,22.5,0.0234375,4,100,0.1041666667,0.47,0.56
Kobe Bryant,LAL,SG,29.5,9,1.5,2.4,0.1,0,0,0,6,29.6,177.6,1.2,7.2,0.0405405405,0.2,1,0.0056306306,2.2,13.2,0.0743243243,3.7,22.2,0.125,0.59,5.00,0.80,,0.30,1.8,0.0101351351,1.70,10.2,0.0574324324,0.20,0.2,1.2,0.0067567568,1.3,7.8,0.0439189189,0.125,0.25,4.3,26,0.1463963964,0.591,7.3,43.8,0.2466216216,1,6,0.0337837838,3.3,19.8,0.1114864865,0.231,1.9,11.5,0.0647522523,3.9,3.1,27,4.5,0.0253378378,2.2,13.2,0.0743243243,7.3,43.8,0.2466216216,0.295,0.2,1.2,0.0067567568,1.2,7.2,0.0405405405,0.143,0.307,13.8,82.8,0.4662162162,2.2,13.2,0.0743243243,0.6,0,0,0,0,0.8,4.8,0.027027027,0.2,4.5,27,0.152027027,0.295,0.445,0.6,4,24,0.1351351351,2.2,13,0.0731981982,4.8,28.8,0.1621621622,3.5,6.3,38,0.213963964,54.5,327,1.8412162162,0.5,3,0.0168918919,1.5,9,0.0506756757,11.8,70.8,0.3986486486,13.8,82.8,0.4662162162,22.4,76.2,457,2.5731981982,64.3,385.8,2.1722972973,5.2,31.2,1.5,9,0.0506756757,8.2,49.2,0.277027027,0.18,0.22
Kosta Koufos,MEM,C,21.8,67,2.7,5.9,0.1,0,2,0,25,21.9,547.5,0.5,12.5,0.0228310502,1.1,28,0.0511415525,2.4,60,0.1095890411,5.4,135,0.2465753425,0.44,6.00,0.20,,0.10,2.5,0.00456621,0.60,15,0.0273972603,0.20,0,0,0,0,0,0,0,0.2,6.9,173,0.3159817352,0.571,12.1,302.5,0.5525114155,3,75,0.1369863014,3.9,97.5,0.1780821918,0.439,1.5,38.7,0.0706849315,4.2,3.4,2,0.1,0.0001826484,0,0,0,0.2,5,0.0091324201,0.167,0,0,0,0,0,0,0,0.167,7.2,180,0.3287671233,0,0,0,0,3.4,85,0.1552511416,0.435,0.2,5,0.0091324201,0.2,0.1,2.5,0.00456621,0.167,0.425,0,0,0,0,0,0,0,0,0,0,0,0.8,19,0.0347031963,26.3,657.5,1.200913242,0.2,5,0.0091324201,0.4,10,0.0182648402,1.8,45,0.0821917808,1.7,42.5,0.0776255708,3.7,36.2,905,1.6529680365,18.8,470,0.8584474886,0.8,20,5.8,145,0.2648401826,3.9,97.5,0.1780821918,0.2,0.38
Kris Humphries,BOS,PF,15.3,29,1.5,4.5,0.1,0,0,0,20,15.5,310,0.3,6,0.0193548387,0.8,16,0.0516129032,2.2,44,0.1419354839,4.8,96,0.3096774194,0.46,26.00,1.30,,0.70,14,0.0451612903,1.50,30,0.0967741935,0.43,0,0,0,0,0,0,0,0.433,4.3,87,0.2806451613,0.537,8.1,162,0.5225806452,1.8,36,0.1161290323,2.5,50,0.1612903226,0.414,1.1,21.6,0.0696774194,4.2,3.3,12,0.6,0.0019354839,0.3,6,0.0193548387,0.8,16,0.0516129032,0.375,0,0,0,0.1,2,0.0064516129,0,0.375,5.7,114,0.3677419355,0.3,6,0.0193548387,0.333,1.8,36,0.1161290323,0.7,1.3,26,0.0838709677,0.433,0.6,12,0.0387096774,0.375,0.54,0.333,0.4,8,0.0258064516,0.3,6,0.0193548387,0.5,10,0.0322580645,0.9,0.7,13,0.0419354839,22.9,458,1.4774193548,0.1,2,0.0064516129,0.3,6,0.0193548387,1.6,32,0.1032258065,1.4,28,0.0903225806,4.3,28.9,579,1.8677419355,14.1,282,0.9096774194,0.6,12,1.9,38,0.1225806452,2.2,44,0.1419354839,0.2,0.4
Kyle Korver,ATL,SG,34.2,49,2.2,3.1,0.1,0,0,0,22,34.3,754.6,1.1,24.2,0.0320699708,0.4,8,0.0106016433,2.5,55,0.0728862974,4,88,0.1166180758,0.64,223.00,10.10,,3.60,79.2,0.1049562682,6.70,147.4,0.195335277,0.54,3,66,0.0874635569,5.4,118.8,0.1574344023,0.551,0.759,3.9,86,0.113967665,0.515,7.6,167.2,0.221574344,1,22,0.029154519,2.9,63.8,0.084548105,0.256,2.5,54.8,0.0726212563,4.4,3.5,31,1.4,0.0018552876,0.7,15.4,0.0204081633,1.7,37.4,0.0495626822,0.395,0,0,0,0.3,6.6,0.0087463557,0.167,0.408,13,286,0.3790087464,0.3,6.6,0.0087463557,0.5,0.4,8.8,0.0116618076,0.8,10.1,222.2,0.2944606414,0.537,1.4,30.8,0.0408163265,0.395,0.689,0.5,0.5,12,0.0159024649,0.3,7,0.0092764378,0.8,17.6,0.0233236152,0.4,2.6,57,0.0755367082,33.1,728.2,0.9650145773,0.2,4.4,0.0058309038,0.6,13.2,0.0174927114,4.5,99,0.1311953353,5.8,127.6,0.1690962099,8.1,44,968,1.2827988338,32.1,706.2,0.9358600583,0.9,19.8,0.8,17.6,0.0233236152,2.8,61.6,0.0816326531,0.3,0.41
Kyle Lowry,TOR,PG,36.4,80,3.5,4.6,0.1,0,2,0,22,36.7,807.4,1.8,39.6,0.0490463215,0.2,4,0.0049541739,1.5,33,0.0408719346,2.7,59.4,0.0735694823,0.55,92.00,4.20,,1.40,30.8,0.038147139,3.40,74.8,0.0926430518,0.41,1.4,30.8,0.038147139,3.3,72.6,0.0899182561,0.417,0.613,3.6,79,0.0978449344,0.485,7.4,162.8,0.2016348774,1,22,0.0272479564,2.6,57.2,0.0708446866,0.266,2.4,53.8,0.0666336388,4,3.2,104,4.7,0.0058211543,2,44,0.0544959128,7,154,0.1907356948,0.288,0.7,15.4,0.0190735695,2.6,57.2,0.0708446866,0.281,0.34,14.4,316.8,0.3923705722,3,66,0.0817438692,0.52,0.3,6.6,0.0081743869,0.5,4.2,92.4,0.1144414169,0.413,4.7,103.4,0.1280653951,0.288,0.512,0.52,5.3,117,0.1449095863,3,65,0.0805053257,6.9,151.8,0.1880108992,3.9,7,153,0.1894971514,70,1540,1.9073569482,0.6,13.2,0.0163487738,1.1,24.2,0.029972752,13.6,299.2,0.3705722071,15.9,349.8,0.4332425068,20.8,88.2,1941,2.4040128809,75.8,1667.6,2.0653950954,6.2,136.4,1,22,0.0272479564,4.1,90.2,0.1117166213,0.16,0.19
Kyle OQuinn,ORL,PF,10.2,28,1.6,7.7,0.2,0,1,0,17,10.3,175.1,0.1,1.7,0.0097087379,0.6,11,0.062821245,1,17,0.0970873786,2.6,44.2,0.2524271845,0.38,28.00,1.60,,0.80,13.6,0.0776699029,1.60,27.2,0.1553398058,0.52,0,0,0,0,0,0,0,0.519,2.9,50,0.2855511136,0.588,5,85,0.4854368932,1,17,0.0970873786,1.9,32.3,0.1844660194,0.34,0.7,11.8,0.0673900628,4,3.2,0,0,0,0,0,0,0.1,1.7,0.0097087379,0,0,0,0,0,0,0,0,0,3.4,57.8,0.3300970874,0,0,0,0,0.8,13.6,0.0776699029,0.625,1.6,27.2,0.1553398058,0.519,0,0,0,0,0.522,0,0,0,0,0,0,0,0,0,0,0,0.5,9,0.0513992005,14.8,251.6,1.4368932039,0,0,0,0.1,1.7,0.0097087379,0.9,15.3,0.0873786408,1.1,18.7,0.1067961165,4.9,18.8,319,1.8218161051,9.9,168.3,0.9611650485,0.4,6.8,0.7,11.9,0.067961165,1.4,23.8,0.1359223301,0.18,0.34
Kyle Singler,DET,SF,22.5,69,2.6,5.4,0.1,0,0,0,27,22.7,612.9,0.4,10.8,0.0176211454,0.4,12,0.0195790504,1.6,43.2,0.0704845815,3.1,83.7,0.1365638767,0.50,60.00,2.20,,0.80,21.6,0.0352422907,2.30,62.1,0.1013215859,0.34,0.7,18.9,0.0308370044,2,54,0.0881057269,0.34,0.492,3.1,84,0.1370533529,0.462,6.7,180.9,0.295154185,1.1,29.7,0.0484581498,2,54,0.0881057269,0.357,1.7,46.2,0.0753793441,4.5,3.6,20,0.7,0.0011421113,0.3,8.1,0.013215859,1.3,35.1,0.0572687225,0.265,0.1,2.7,0.0044052863,0.3,8.1,0.013215859,0.222,0.294,8,216,0.3524229075,1.3,35.1,0.0572687225,0.643,1.2,32.4,0.0528634361,0.556,2.2,59.4,0.0969162996,0.344,0.7,18.9,0.0308370044,0.265,0.533,0.643,1.2,32,0.0522108011,1.3,34,0.0554739762,1.6,43.2,0.0704845815,2.7,0.6,15,0.024473813,19.2,518.4,0.845814978,0.1,2.7,0.0044052863,0.2,5.4,0.0088105727,1.5,40.5,0.0660792952,1.3,35.1,0.0572687225,2.8,27,729,1.1894273128,16.2,437.4,0.7136563877,0.5,13.5,1.2,32.4,0.0528634361,0.6,16.2,0.0264317181,0.29,0.49
Kyrie Irving,CLE,PG,34.4,57,2.4,3.3,0.1,0,0,0,24,34.6,830.4,1.1,26.4,0.0317919075,0.2,5,0.0060211946,1,24,0.0289017341,1.7,40.8,0.049132948,0.56,77.00,3.20,,1.30,31.2,0.0375722543,3.80,91.2,0.1098265896,0.33,0.7,16.8,0.0202312139,2.3,55.2,0.0664739884,0.304,0.428,3.1,74,0.0891136802,0.448,6.9,165.6,0.1994219653,0.6,14.4,0.0173410405,2.5,60,0.0722543353,0.189,2.4,58.1,0.0699662813,4.2,3.4,215,9,0.0108381503,4,96,0.1156069364,10.5,252,0.3034682081,0.382,1,24,0.0289017341,2.5,60,0.0722543353,0.377,0.428,21.1,506.4,0.6098265896,5.3,127.2,0.1531791908,0.402,1,24,0.0289017341,0.474,3.2,76.8,0.0924855491,0.333,9,216,0.2601156069,0.382,0.455,0.402,7.7,185,0.2227842004,5.3,127,0.152938343,8.7,208.8,0.2514450867,7.3,6,144,0.1734104046,54.8,1315.2,1.5838150289,0.3,7.2,0.0086705202,0.6,14.4,0.0173410405,11.8,283.2,0.3410404624,13.5,324,0.3901734104,18.8,80.5,1933,2.3277938343,72.9,1749.6,2.1069364162,5.9,141.6,1.3,31.2,0.0375722543,4,96,0.1156069364,0.26,0.29
LaMarcus Aldridge,POR,PF,37,51,1.9,2.4,0.1,0,1,0,27,37.3,1007.1,1.1,29.7,0.0294906166,0.9,23,0.0228378513,4.1,110.7,0.109919571,8.1,218.7,0.2171581769,0.50,164.00,6.10,,3.00,81,0.0804289544,6.00,162,0.1608579088,0.51,0,0,0,0,0,0,0,0.509,11.1,301,0.2988779664,0.654,17,459,0.4557640751,3.4,91.8,0.091152815,7.7,207.9,0.2064343164,0.306,2.5,66.7,0.0662297686,4,3.2,138,5.1,0.0050640453,2.6,70.2,0.0697050938,6.3,170.1,0.1689008043,0.404,0,0,0,0.1,2.7,0.0026809651,0,0.404,23.3,629.1,0.6246648794,0.4,10.8,0.0107238606,0.357,3.1,83.7,0.0831099196,0.507,6.1,164.7,0.163538874,0.509,5.1,137.7,0.1367292225,0.404,0.479,0.357,0.7,19,0.018866051,0.4,10,0.0099295005,0.7,18.9,0.018766756,0.5,2.8,75,0.0744712541,42.7,1152.9,1.144772118,0.2,5.4,0.0053619303,0.6,16.2,0.0160857909,5.9,159.3,0.1581769437,7.3,197.1,0.1957104558,9.4,68.1,1839,1.8260351504,41.6,1123.2,1.1152815013,1.7,45.9,4,108,0.1072386059,9.3,251.1,0.2493297587,0.34,0.56
Lance Stephenson,IND,SG,35,67,2.7,3.7,0.1,1,5,0,25,35.2,880,0.8,20,0.0227272727,0.1,3,0.0034090909,0.7,17.5,0.0198863636,1.2,30,0.0340909091,0.57,79.00,3.20,,1.10,27.5,0.03125,3.00,75,0.0852272727,0.37,1,25,0.0284090909,2.6,65,0.0738636364,0.391,0.534,6.6,164,0.1863636364,0.686,9.6,240,0.2727272727,1.9,47.5,0.0539772727,4.6,115,0.1306818182,0.293,2.3,56.3,0.0639772727,3.8,3.1,47,1.9,0.0021590909,0.9,22.5,0.0255681818,2.5,62.5,0.0710227273,0.365,0,0,0,0.2,5,0.0056818182,0.167,0.373,12.9,322.5,0.3664772727,2.6,65,0.0738636364,0.538,1.4,35,0.0397727273,0.696,3.2,80,0.0909090909,0.365,1.9,47.5,0.0539772727,0.365,0.536,0.538,3.8,94,0.1068181818,2.6,66,0.075,4.1,102.5,0.1164772727,3.6,4.9,122,0.1386363636,38.6,965,1.0965909091,0.5,12.5,0.0142045455,0.6,15,0.0170454545,8.9,222.5,0.2528409091,11.6,290,0.3295454545,15.7,53.7,1343,1.5261363636,45.2,1130,1.2840909091,2.7,67.5,1.4,35,0.0397727273,2.2,55,0.0625,0.24,0.28
